"Network.ID","Davidson_Resident","Count.Network.IDs","Avg.Time","Dupes","Priority.Police","Full.Funding.Police","Full.Funding.Sheriff"
"50b32af1a1",1,1,8,0,"No","No","No"
"50bafabffa",0,1,0,1,"No","No","No"
"50ca89572e",0,1,1,1,"No","No","No"
"50cb67f391",0,1,0,1,"No","No","No"
"50d0eb1bbb",1,1,8,0,"Yes","Yes","Yes"
"510437686d",1,1,7,0,"No","No","No"
"510a00b1fd",1,1,4,0,"No","No","No"
"51216cffad",0,1,0,1,"No","No","No"
"5173b5319c",1,1,8,0,"No","No","No"
"5197a07308",1,1,8,0,"No","No","No"
"51992e5c15",1,1,6,0,"No","No","No"
"51b0e9b68c",0,1,0,1,"No","No","No"
"51c2b56370",1,1,7,0,"No","No","No"
"51d71816f7",1,1,6,0,"No","No","No"
"51d9fd86fe",0,1,0,1,"No","No","No"
"51e4710f1b",1,1,7,0,"No","No","No"
"51eada6614",1,1,9,0,"No","No","No"
"5209131c92",1,1,7,0,"No","No","No"
"521c41f3bf",0,1,0,1,"No","No","No"
"523b9eb65f",1,1,5,0,"No","No","No"
"52588aebf4",1,1,5,0,"No","No","No"
"527550aa34",1,1,6,0,"No","No","No"
"5278c86907",1,1,7,0,"No","No","No"
"5288ee54a8",0,1,0,1,"No","No","No"
"529e5d84e7",1,1,11,0,"No","No","No"
"52c49bfb3f",1,1,5,0,"No","No","No"
"52f2ad3198",1,1,5,0,"No","No","No"
"52f8cf6c73",1,1,8,0,"Yes","Yes","Yes"
"53124f86b4",1,1,12,0,"No","No","No"
"532ee1c956",1,1,8,0,"No","No","No"
"533c4db1dc",1,1,10,0,"No","No","No"
"53410da178",1,1,8,0,"No","No","No"
"5372e83ef7",1,1,8,0,"No","Yes","Yes"
"537fd046bc",1,1,11,0,"No","No","No"
"53948f8c01",1,1,6,0,"No","No","No"
"53f90552ef",1,1,103,0,"No","No","No"
"53ff5751a0",1,1,10,0,"No","No","No"
"542e51f172",1,1,7,0,"No","No","No"
"543ea280f0",0,1,0,1,"No","No","No"
"54457a8b10",1,1,5,0,"No","No","No"
"548355e06b",1,1,20,0,"No","No","No"
"54909d8143",1,1,5,0,"Yes","Yes","Yes"
"54aa454ba6",1,1,12,0,"No","No","No"
"54db26da54",1,1,8,0,"No","No","No"
"54f2790803",1,1,4,0,"Yes","Yes","Yes"
"55247e7bf0",0,1,1,1,"No","No","No"
"552874e2bf",1,1,6,0,"No","Yes","Yes"
"552cd1fa5e",1,1,5,0,"No","No","No"
"5550269adf",1,1,9,0,"Yes","Yes","Yes"
"5583aa0b37",1,1,7,0,"No","No","No"
"559901a022",1,1,5,0,"No","No","No"
"55c325514e",1,1,5,0,"No","No","No"
"55e0b0bf64",1,1,3,0,"No","Yes","Yes"
"55ee35f55e",1,1,5,0,"No","No","No"
"55fbbc971d",1,1,5,0,"No","No","No"
"5620fd32e4",0,1,0,1,"No","No","No"
"5643da337b",1,1,10,0,"Yes","Yes","Yes"
"565601cbb6",1,1,7,0,"No","No","No"
"5656c0cd16",1,1,6,0,"No","No","No"
"568e071673",0,1,1,1,"No","No","No"
"568f80d4cc",1,1,16,0,"No","No","No"
"56aa7c3098",1,1,5,0,"No","No","No"
"56ab16bcf7",1,1,10,0,"Yes","Yes","Yes"
"56bcae21f7",1,1,38,0,"No","No","No"
"56c3e87ee5",1,1,4,0,"No","No","No"
"56fbdeb0d7",1,1,7,0,"No","No","No"
"57026aa065",1,1,6,0,"No","No","No"
"57072f5743",1,1,8,0,"No","Yes","No"
"5726d93ad8",1,1,13,0,"No","No","No"
"574eddc872",1,1,6,0,"No","No","No"
"5752caf728",1,1,5,0,"No","No","No"
"57568ccd59",1,1,12,0,"No","No","No"
"57893f1ec4",1,1,8,0,"No","No","No"
"57b6470def",0,1,1,1,"No","No","No"
"57b93a7a6a",1,1,10,0,"No","No","No"
"57bc2ec940",1,1,6,0,"No","No","No"
"57cb1bb656",1,1,10,0,"No","Yes","Yes"
"580f2d82a9",1,1,7,0,"No","No","Yes"
"5821e13719",1,1,4,0,"No","No","No"
"58274c2cec",0,1,0,1,"No","No","No"
"5827be7cb4",0,1,0,1,"No","No","No"
"583e55a311",1,1,11,0,"No","No","No"
"58409c19af",1,1,38,0,"No","No","No"
"584cb71611",1,1,5,0,"No","Yes","No"
"585e978900",1,1,13,0,"No","No","No"
"587fabbb45",1,1,20,0,"No","No","No"
"589eaabd55",0,1,1,1,"No","No","No"
"58d69065e4",1,1,8,0,"No","No","No"
"590778b52e",1,1,8,0,"No","No","No"
"592417ce2c",1,1,13,0,"No","No","No"
"592c2c6394",1,1,23,0,"No","No","No"
"5940dae83a",1,1,7,0,"No","No","No"
"594cea0bc9",1,1,5,0,"No","No","No"
"5962f09e79",1,1,7,0,"Yes","Yes","Yes"
"5967ab5f4e",0,1,0,1,"No","No","No"
"596f8294db",0,1,0,1,"No","No","No"
"598248273c",1,1,4,0,"No","No","No"
"5991ca3eaa",1,1,4,0,"No","No","No"
"59b8c9b4cc",1,1,15,0,"Yes","Yes","Yes"
"59c6ff1ed2",1,1,4,0,"No","No","No"
"59c7be24e3",1,1,5,0,"No","No","No"
"59cc8ebf25",1,1,7,0,"No","No","No"
"59d4f75204",1,1,13,0,"No","No","No"
"5a1af7d77b",1,1,6,0,"No","No","No"
"5a1f068373",0,1,0,1,"No","No","No"
"5a28d5ecb0",1,1,22,0,"No","No","No"
"5a2ef4166b",1,1,6,0,"Yes","Yes","Yes"
"5a5114191b",1,1,7,0,"No","Yes","No"
"5a5ecf8e8b",1,1,6,0,"No","No","No"
"5a6c5e6009",1,1,10,0,"No","No","No"
"5a8a828ae2",1,1,9,0,"No","No","No"
"5a92856d4a",1,1,6,0,"No","No","No"
"5aa9fdb20d",1,1,17,0,"No","No","No"
"5ab10c8860",1,1,6,0,"No","No","No"
"5ab4e8127d",1,1,6,0,"No","No","No"
"5ac4b6adbc",1,1,8,0,"No","No","No"
"5ae0370e12",1,1,6,0,"No","No","No"
"5aef4c4e4b",1,1,8,0,"Yes","Yes","Yes"
"5af3fe9df0",1,1,9,0,"No","No","No"
"5aff8f0582",1,1,26,0,"No","No","No"
"5b0d10e8f3",1,1,17,0,"Yes","Yes","Yes"
"5b45ed97fe",1,1,9,0,"No","No","No"
"5b641c86b2",1,1,8,0,"No","No","No"
"5b681b9747",1,1,8,0,"Yes","Yes","Yes"
"5b779f3b29",1,1,17,0,"No","No","No"
"5b8b31c69e",1,1,8,0,"No","No","No"
"5b9070bef4",1,1,14,0,"No","No","No"
"5b9104960b",1,1,10,0,"No","No","No"
"5ba9b057d3",1,1,11,0,"Yes","Yes","No"
"5bb3ce6b85",1,1,7,0,"No","No","No"
"5bc6a12d46",1,1,6,0,"Yes","Yes","Yes"
"5bfe1ff0a4",1,1,4,0,"No","No","No"
"5c0b83bda7",1,1,16,0,"No","No","No"
"5c12570f75",1,1,6,0,"No","No","No"
"5c1b3d5f79",1,1,13,0,"No","No","No"
"5c2a320a9f",1,1,4,0,"No","No","No"
"5c35d67adf",1,1,6,0,"No","No","No"
"5c3f0bd88d",1,1,10,0,"No","No","No"
"5c774c63e4",1,1,8,0,"No","No","Yes"
"5c7a930d91",0,1,0,1,"No","No","No"
"5c87ad2fac",1,1,9,0,"No","No","No"
"5c973f583d",1,1,5,0,"No","No","No"
"5c9e234387",1,1,3,0,"Yes","Yes","Yes"
"5cc8bd4918",0,1,1,1,"No","No","No"
"5cd2e01494",1,1,4,0,"No","No","No"
"5cd4c44079",1,1,4,0,"No","Yes","Yes"
"5cedaadcaf",0,1,0,1,"No","No","No"
"5d3ba47ab2",1,1,4,0,"No","No","No"
"5d427e3385",1,1,9,0,"Yes","Yes","No"
"5d5ce97095",1,1,20,0,"No","No","No"
"5d82d4536c",1,1,7,0,"Yes","Yes","Yes"
"5d951476fc",1,1,8,0,"Yes","Yes","Yes"
"5da9840d3a",1,1,6,0,"No","No","No"
"5daa4dc81c",1,1,9,0,"No","No","No"
"5db57598e0",1,1,6,0,"No","No","No"
"5dbde09ed6",1,1,10,0,"No","No","Yes"
"5e023cf48e",1,1,6,0,"No","No","No"
"5e5a07ec59",1,1,15,0,"No","No","No"
"5e64595ce0",0,1,0,1,"No","No","No"
"5e83ede9e1",1,1,11,0,"No","No","No"
"5e8727dcf5",1,1,4,0,"No","No","No"
"5e8b9ea5ff",1,1,7,0,"No","No","No"
"5e8d9b1a00",1,1,9,0,"No","No","No"
"5e8e35e9d9",1,1,12,0,"No","No","No"
"5eb408b54a",1,1,4,0,"No","No","No"
"5ec76af36d",1,1,17,0,"No","Yes","Yes"
"5ec9410310",1,1,7,0,"No","No","No"
"5ed972690c",1,1,7,0,"No","No","No"
"5ee204a177",1,1,4,0,"Yes","Yes","Yes"
"5eed4c4561",1,1,4,0,"No","No","No"
"5eee0e9ed1",0,1,0,1,"No","No","No"
"5ef36bd937",1,1,8,0,"No","No","No"
"5f0adbb67e",1,1,4,0,"No","No","No"
"5f25f96c46",1,1,4,0,"No","No","No"
"5f31747444",1,1,30,0,"No","No","No"
"5f31acda97",1,1,6,0,"No","No","No"
"5f47926b34",1,1,5,0,"No","No","No"
"5f4f7ac04b",0,1,1,1,"No","No","No"
"5f54b1e439",1,1,7,0,"No","No","No"
"5f7bec7def",1,1,6,0,"Yes","Yes","Yes"
"5f7c1e2e85",1,1,9,0,"No","No","No"
"5f92c33128",1,1,13,0,"No","No","No"
"5f9c27ca60",1,1,12,0,"No","No","No"
"5fcd4c1994",1,1,10,0,"No","No","No"
"5fcf53de1a",1,1,6,0,"No","No","No"
"5fdacf4061",0,1,2,1,"No","No","No"
"5fe17fb8a2",1,1,5,0,"Yes","Yes","Yes"
"5fedf34a88",1,1,6,0,"No","No","No"
"5fff18545b",1,1,7,0,"No","No","No"
"6004c5722d",1,1,6,0,"No","No","No"
"6007e91ae8",1,1,10,0,"No","No","No"
"60119c26be",1,1,7,0,"No","No","No"
"6016b9d03d",1,1,5,0,"No","No","No"
"605a0d0e2d",1,1,11,0,"No","Yes","Yes"
"609dd98fb4",1,1,8,0,"No","No","No"
"60a9625117",1,1,10,0,"No","No","No"
"60aa823285",1,1,7,0,"No","No","No"
"60c3ca1436",1,1,6,0,"No","No","No"
"60caad348b",1,1,8,0,"No","No","No"
"60dbad0381",1,1,4,0,"No","No","No"
"60dd49c087",1,1,8,0,"No","No","No"
"60f75bfd15",1,1,8,0,"No","No","No"
"612a7d0d04",1,1,7,0,"No","No","No"
"6135f49a01",1,1,6,0,"No","No","No"
"6147378cd3",1,1,10,0,"No","No","No"
"61786bddcf",1,1,13,0,"No","No","No"
"6185fb0bff",1,1,6,0,"No","No","No"
"61ac86be75",1,1,10,0,"No","No","No"
"61e00c8d6c",1,1,14,0,"No","No","Yes"
"61fc1ef077",1,1,12,0,"No","No","No"
"620c1f063f",1,1,18,0,"No","Yes","No"
"62276d419e",1,1,3,0,"Yes","Yes","Yes"
"622a957f28",1,1,10,0,"No","No","No"
"6230e6b6d1",1,1,5,0,"No","No","No"
"62414c6976",1,1,9,0,"No","No","No"
"62733a9289",1,1,5,0,"No","No","No"
"628655db59",1,1,9,0,"No","No","No"
"62875e7d0b",1,1,14,0,"Yes","Yes","Yes"
"628ae0e6ba",1,1,160,0,"No","No","No"
"62980b09ce",1,1,10,0,"Yes","Yes","Yes"
"629b72450d",0,1,0,1,"No","No","No"
"62a0a0cd94",1,1,4,0,"No","No","No"
"62a61e58f4",1,1,7,0,"No","No","No"
"62a64de584",1,1,10,0,"No","No","No"
"62e28e1a83",1,1,6,0,"Yes","Yes","Yes"
"62ee1c8447",1,1,9,0,"No","No","No"
"62f4b54936",1,1,4,0,"No","No","No"
"63062158",1,1,11,0,"Yes","Yes","Yes"
"630701886a",1,1,9,0,"No","No","No"
"6308d3a956",1,1,7,0,"No","No","No"
"630bc98933",1,1,7,0,"No","No","No"
"631afc0fdf",1,1,10,0,"Yes","Yes","Yes"
"6347594fa4",1,1,8,0,"No","No","No"
"6354946ca6",1,1,7,0,"No","Yes","Yes"
"6375230f61",1,1,8,0,"No","No","No"
"6379bf7944",1,1,7,0,"No","No","No"
"63c7ff37f1",1,1,7,0,"No","No","No"
"63c84b986c",0,1,1,1,"No","No","No"
"64037f8ee0",0,1,1,1,"No","No","No"
"645925724d",0,1,0,1,"No","No","No"
"6494435b60",0,1,0,1,"No","No","No"
"649ba483bf",0,1,0,1,"No","No","No"
"64c25462c1",1,1,4,0,"No","No","No"
"64cf049cab",1,1,7,0,"No","No","No"
"64ee6f3f82",1,1,5,0,"No","No","No"
"64f2fdc009",1,1,8,0,"No","No","No"
"650396e43c",1,1,10,0,"No","No","No"
"650a82ed92",1,1,7,0,"No","No","No"
"650ce86acf",1,1,11,0,"No","No","No"
"6518a78a8f",1,1,8,0,"No","No","No"
"65305553ff",1,1,12,0,"No","No","No"
"65364cafae",1,1,6,0,"No","No","Yes"
"655ef0f75e",1,1,5,0,"No","No","No"
"6584722003",1,1,5,0,"No","No","No"
"65a2dff96a",1,1,6,0,"Yes","Yes","Yes"
"65a5b2d23f",1,1,5,0,"No","No","No"
"65f09b9ea7",0,1,1,1,"No","No","No"
"660684bc9f",1,1,6,0,"No","No","No"
"660d470d4e",0,1,1,1,"No","No","No"
"6615453526",1,1,7,0,"No","No","No"
"6632b7ce54",1,1,7,0,"No","No","No"
"664738e928",1,1,17,0,"No","No","No"
"66f554985a",1,1,7,0,"No","No","No"
"6707034a90",1,1,14,0,"No","No","No"
"670a0eaec3",1,1,6,0,"No","Yes","Yes"
"670b691564",1,1,3,0,"No","No","No"
"6716928d0f",1,1,9,0,"No","Yes","Yes"
"6720b03698",1,1,7,0,"No","Yes","Yes"
"6727dda0ff",1,1,5,0,"No","No","No"
"67344952f6",1,1,7,0,"No","No","No"
"674ea94d29",0,1,1,1,"No","No","No"
"675c3b4244",0,1,0,1,"No","No","No"
"6770afbd17",1,1,6,0,"No","No","No"
"6773dbc0cf",1,1,5,0,"No","No","No"
"6774596ae3",1,1,9,0,"No","No","No"
"67a404538c",1,1,8,0,"No","No","No"
"67fa69af4c",0,1,1,1,"No","No","No"
"67fca1357c",1,1,6,0,"No","No","No"
"68013ad54a",1,1,7,0,"No","No","No"
"6830a1b4db",1,1,9,0,"No","No","No"
"6833401679",1,1,6,0,"Yes","Yes","Yes"
"6834952a07",1,1,9,0,"No","No","No"
"684b346035",1,1,6,0,"Yes","Yes","Yes"
"68518cede3",1,1,279,0,"No","No","Yes"
"6883d7f341",1,1,8,0,"No","No","No"
"68b8def285",0,1,0,1,"No","No","No"
"68baecfb86",1,1,6,0,"Yes","Yes","Yes"
"68c9f10857",1,1,8,0,"No","No","No"
"68f0bfd61e",1,1,11,0,"No","No","No"
"6912b71ed9",1,1,6,0,"No","No","No"
"6933a7dff7",1,1,5,0,"No","No","No"
"6937834b1e",0,1,0,1,"No","No","No"
"6950edcccf",1,1,18,0,"No","No","No"
"6956c4910d",1,1,4,0,"Yes","Yes","No"
"695d88b3a9",1,1,6,0,"No","No","No"
"695e2610e2",1,1,7,0,"No","No","No"
"69828eb28d",0,1,0,1,"No","No","No"
"69f3b5e5a2",1,1,6,0,"No","No","No"
"6a68ccb19b",1,1,8,0,"No","No","No"
"6a6dffac78",1,1,7,0,"No","No","No"
"6a7816927c",1,1,5,0,"No","No","No"
"6a938c29b9",1,1,335,0,"No","No","No"
"6aba93ec9a",1,1,6,0,"No","No","No"
"6ac7a7a3ab",1,1,2,0,"No","No","No"
"6acc39a43e",1,1,9,0,"No","No","No"
"6acfef9fdc",1,1,7,0,"No","No","No"
"6aec777dd9",0,1,0,1,"No","No","No"
"6b042d8740",1,1,5,0,"No","No","No"
"6b075950bc",0,1,1,1,"No","No","No"
"6b14597d73",1,1,6,0,"Yes","Yes","Yes"
"6b26ab1dd4",1,1,6,0,"No","Yes","No"
"6b3bc95bd9",1,1,5,0,"No","No","No"
"6b4a3fe203",1,1,6,0,"No","No","No"
"6b583d9774",0,1,0,1,"No","No","No"
"6b63456f58",1,1,20,0,"No","No","No"
"6b7b4e68a4",1,1,7,0,"No","No","No"
"6b8375828e",1,1,11,0,"Yes","Yes","Yes"
"6bab0b1dda",1,1,12,0,"No","No","No"
"6bb2de053e",1,1,5,0,"No","No","No"
"6bd5916821",1,1,13,0,"No","Yes","Yes"
"6bd5e28d15",1,1,5,0,"No","No","No"
"6bf466bca8",1,1,6,0,"Yes","Yes","Yes"
"6bf49f188b",1,1,9,0,"No","No","No"
"6c0c28226c",1,1,8,0,"No","No","No"
"6c1787ce0b",1,1,5,0,"No","No","No"
"6c45590e68",1,1,7,0,"No","No","No"
"6c4a104e8e",1,1,6,0,"Yes","Yes","Yes"
"6c5e205bf0",0,1,0,1,"No","No","No"
"6c78a9c68a",0,1,1,1,"No","No","No"
"6c7b254dca",1,1,16,0,"No","No","No"
"6c9418b38b",1,1,6,0,"No","No","No"
"6c9b92948a",1,1,9,0,"No","No","No"
"6cb405e173",1,1,8,0,"No","No","No"
"6cb54929de",1,1,10,0,"No","No","No"
"6cdc3e2af3",1,1,2,0,"No","No","No"
"6d053e9e3b",1,1,10,0,"No","No","No"
"6d06803566",1,1,4,0,"No","No","No"
"6d0723c866",1,1,14,0,"Yes","Yes","No"
"6d1af488dd",1,1,5,0,"No","No","No"
"6d3416d4b8",1,1,7,0,"No","No","No"
"6d3a3c99b5",1,1,6,0,"No","No","No"
"6d5c53c4e6",1,1,5,0,"No","No","No"
"6d9f545325",1,1,9,0,"No","No","No"
"6dacd089b8",1,1,6,0,"No","No","No"
"6db66e0bd5",0,1,0,1,"No","No","No"
"6dbac6ef8b",1,1,5,0,"No","No","No"
"6de7b3fa57",1,1,7,0,"No","No","No"
"6e2276283a",1,1,12,0,"No","No","No"
"6e28637e83",1,1,7,0,"No","No","Yes"
"6e2e8ca38a",1,1,7,0,"No","No","No"
"6e5cc81f82",1,1,7,0,"No","No","No"
"6e7d7e1bd2",1,1,4,0,"No","No","No"
"6f0687930c",1,1,10,0,"No","No","No"
"6f1abc10ab",1,1,5,0,"No","No","Yes"
"6f1e9869e9",1,1,6,0,"No","No","No"
"6f28ba14f7",1,1,7,0,"No","No","No"
"6f43ed306b",1,1,5,0,"No","No","No"
"6f8ac53082",1,1,10,0,"No","No","No"
"6fa8241c14",0,1,0,1,"No","No","No"
"6fb7025baf",1,1,8,0,"No","No","No"
"6fd816d122",1,1,5,0,"No","No","No"
"7011e44faa",1,1,12,0,"No","No","No"
"70436dbe21",1,1,24,0,"No","No","No"
"7047a25b9e",1,1,6,0,"Yes","Yes","Yes"
"706589625",1,1,6,0,"No","No","No"
"709fd6769f",1,1,7,0,"No","No","No"
"70a17c6984",1,1,13,0,"No","No","No"
"70fa49eeda",1,1,6,0,"No","No","No"
"70fe944a69",0,1,0,1,"No","No","No"
"710531ff1c",1,1,8,0,"No","No","No"
"710a98cee1",1,1,6,0,"No","No","No"
"7117d813fe",1,1,11,0,"No","No","No"
"713d24376f",1,1,33,0,"No","No","No"
"7146d44de1",1,1,23,0,"Yes","Yes","Yes"
"71482cbd44",1,1,5,0,"Yes","Yes","Yes"
"7149f1adb8",1,1,7,0,"No","No","No"
"71601ef8bc",1,1,7,0,"No","No","No"
"718e579f76",1,1,6,0,"No","No","No"
"7192a67836",1,1,10,0,"No","No","No"
"719d80e04e",1,1,9,0,"No","No","No"
"71c8e87d94",1,1,6,0,"No","No","No"
"71df7efa29",0,1,0,1,"No","No","No"
"71e18486c0",1,1,7,0,"No","No","No"
"71e93809a7",1,1,94,0,"No","No","No"
"71ef997ea1",1,1,12,0,"No","No","No"
"71fa64c86a",1,1,14,0,"No","Yes","No"
"721ac59a0f",1,1,8,0,"No","No","No"
"722da494f2",1,1,5,0,"No","No","No"
"727a505c5f",0,1,0,1,"No","No","No"
"7286202030",1,1,7,0,"No","No","No"
"729243209d",1,1,11,0,"No","No","No"
"72a1dfa2f4",1,1,9,0,"No","Yes","Yes"
"72a75e23ec",1,1,20,0,"No","No","No"
"72c9ff103b",1,1,9,0,"No","No","No"
"72d44f635e",1,1,34,0,"No","No","No"
"72d841bad5",1,1,7,0,"No","No","No"
"731064d929",1,1,4,0,"No","No","No"
"733c547707",1,1,4,0,"No","No","No"
"734ed78bc7",1,1,11,0,"Yes","Yes","Yes"
"7360c70a7d",0,1,0,1,"No","No","No"
"7370f62916",0,1,0,1,"No","No","No"
"73ab521ae1",1,1,5,0,"No","No","No"
"73aea594c9",1,1,10,0,"No","No","No"
"741d75bb5d",1,1,10,0,"No","No","No"
"741ee345a4",0,1,0,1,"No","No","No"
"74242f1d53",1,1,6,0,"Yes","Yes","Yes"
"7427c17d3e",1,1,7,0,"No","No","No"
"7429f6ce83",1,1,9,0,"No","No","No"
"744c59c5c5",1,1,6,0,"No","No","No"
"746e79afb9",1,1,6,0,"No","No","No"
"74853d0333",0,1,0,1,"No","No","No"
"74c742149a",1,1,5,0,"No","No","No"
"74da92c39e",1,1,6,0,"No","No","No"
"74de77298d",1,1,23,0,"No","No","No"
"74e2761df1",1,1,9,0,"No","No","No"
"74ed998ee9",1,1,6,0,"No","No","No"
"7506502d57",0,1,0,1,"No","No","No"
"751f0d4298",0,1,0,1,"No","No","No"
"752348e720",1,1,5,0,"No","No","No"
"753a9b604a",1,1,5,0,"No","No","No"
"75b07ab263",1,1,51,0,"No","Yes","No"
"75e5fb2ffb",1,1,9,0,"No","No","No"
"75eb99556f",1,1,6,0,"No","No","No"
"76018a54a3",1,1,6,0,"No","No","No"
"7608fb248e",1,1,5,0,"Yes","Yes","Yes"
"7614c9629a",1,1,8,0,"No","No","No"
"7615af1328",1,1,5,0,"No","Yes","Yes"
"763d9bb0f7",0,1,1,1,"No","No","No"
"763f1a7a87",1,1,7,0,"No","No","No"
"765a10c2b5",1,1,6,0,"Yes","Yes","Yes"
"7682b9d0ea",1,1,6,0,"No","No","No"
"7691021185",1,1,3,0,"No","No","No"
"769300bbfb",1,1,6,0,"No","No","No"
"76b6bd4639",1,1,10,0,"No","No","No"
"76be65bf1c",1,1,10,0,"No","No","No"
"76ca132fba",1,1,4,0,"No","No","No"
"76d8a0dd25",1,1,13,0,"No","No","No"
"76f0339fcf",1,1,4,0,"Yes","Yes","Yes"
"76f18cd000",1,1,7,0,"Yes","Yes","Yes"
"7706095433",1,1,5,0,"Yes","Yes","Yes"
"774e871c0f",1,1,6,0,"No","No","No"
"776e2ee9bb",1,1,19,0,"No","No","No"
"777758b7e1",1,1,21,0,"No","No","No"
"77851d3b3f",1,1,8,0,"No","No","No"
"778a1bf3e5",1,1,10,0,"No","No","No"
"77f578657e",1,1,9,0,"No","Yes","No"
"780c12d10a",1,1,3,0,"No","No","No"
"781a9e9ea6",1,1,4,0,"No","Yes","Yes"
"7842ab39c3",1,1,6,0,"No","No","No"
"78519d4c3e",1,1,9,0,"No","No","No"
"785a59de45",1,1,7,0,"No","No","No"
"7872f2cdd3",1,1,6,0,"No","No","No"
"78b6a32a3d",0,1,0,1,"No","No","No"
"78bee62bd8",1,1,10,0,"No","No","No"
"78d8f37bf1",1,1,8,0,"No","No","No"
"78ed2eadc3",1,1,11,0,"Yes","Yes","Yes"
"79036db6df",1,1,8,0,"No","No","No"
"791cb25390",1,1,6,0,"No","No","No"
"793120ee7f",1,1,6,0,"No","Yes","No"
"794c636b54",1,1,8,0,"No","No","No"
"7965b8c4d4",1,1,7,0,"No","No","No"
"7975a21f89",1,1,7,0,"No","No","No"
"7977aba4fc",1,1,13,0,"No","No","No"
"79889ce074",1,1,5,0,"Yes","Yes","Yes"
"79be4d42f4",1,1,5,0,"No","No","No"
"79e633a65a",1,1,12,0,"No","No","No"
"79eb579f14",1,1,10,0,"Yes","Yes","Yes"
"79f1b960e9",0,1,0,1,"No","No","No"
"79f4dfe3f2",1,1,7,0,"No","No","No"
"7a00f7ec87",1,1,7,0,"No","Yes","Yes"
"7a2de1c212",1,1,4,0,"No","No","No"
"7a320b1ab8",1,1,27,0,"No","No","No"
"7a33ebe68e",1,1,6,0,"No","No","No"
"7a3538f677",1,1,7,0,"No","No","No"
"7a3cdf6821",1,1,202,0,"No","No","No"
"7a596fa37c",0,1,1,1,"No","No","No"
"7a78029ed9",0,1,0,1,"No","No","No"
"7a79fea3ea",1,1,5,0,"No","No","No"
"7a83e7285b",1,1,4,0,"No","No","No"
"7a95025e40",1,1,8,0,"No","No","No"
"7a9fb93189",1,1,6,0,"No","No","No"
"7aa90464cd",1,1,21,0,"No","No","No"
"7ab74bddf4",1,1,6,0,"No","No","No"
"7ac93167ee",1,1,7,0,"Yes","Yes","Yes"
"7ad2a3247b",1,1,7,0,"No","No","No"
"7adcd55b8d",0,1,1,1,"No","No","No"
"7ae743a671",1,1,8,0,"No","No","No"
"7af634cebb",1,1,15,0,"No","No","No"
"7b0762aee4",1,1,7,0,"No","No","No"
"7b1a33f3e9",1,1,9,0,"No","No","No"
"7b2762044e",1,1,6,0,"No","No","No"
"7b2f40e99c",1,1,35,0,"No","Yes","No"
"7b3aff0975",1,1,8,0,"No","No","No"
"7b4446d37d",0,1,1,1,"No","No","No"
"7b4f7a23bd",1,1,12,0,"No","No","No"
"7b729875c1",1,1,8,0,"No","No","No"
"7b78305893",1,1,5,0,"No","No","No"
"7baefd3de7",1,1,12,0,"No","No","No"
"7bbd437c4e",1,1,5,0,"Yes","Yes","Yes"
"7be88cd12a",1,1,7,0,"No","No","No"
"7c2f02e1a4",1,1,8,0,"No","No","No"
"7c37311cef",0,1,0,1,"No","No","No"
"7c39a68675",1,1,8,0,"No","No","No"
"7c3f9cf00e",1,1,5,0,"No","No","No"
"7c56aba4e9",1,1,8,0,"Yes","Yes","Yes"
"7c79dbf0d1",1,1,8,0,"Yes","Yes","Yes"
"7c7fd76d41",0,1,0,1,"No","No","No"
"7c9c5b86b4",1,1,4,0,"Yes","Yes","Yes"
"7c9dc44b85",1,1,3,0,"No","No","No"
"7ccf5241f7",0,1,1,1,"No","No","No"
"7cfc4f5046",1,1,4,0,"No","No","No"
"7d39f02ecb",1,1,7,0,"No","No","No"
"7d884f2fd1",0,1,0,1,"No","No","No"
"7d8cb3f6bc",1,1,12,0,"No","No","No"
"7d8de1a1f7",1,1,9,0,"No","No","No"
"7d913be7fe",1,1,9,0,"No","Yes","No"
"7dbc816b4c",1,1,6,0,"No","No","No"
"7dc8684712",1,1,7,0,"No","Yes","Yes"
"7dc9880009",1,1,7,0,"No","No","No"
"7de3913e8b",1,1,6,0,"No","No","No"
"7df95adfac",1,1,7,0,"Yes","Yes","No"
"7e27a65842",1,1,9,0,"No","No","No"
"7e349d6565",1,1,8,0,"Yes","Yes","Yes"
"7e34fe936d",1,1,16,0,"No","No","No"
"7e3a0052cf",0,1,1,1,"No","No","No"
"7e45df8749",1,1,9,0,"No","No","No"
"7e4b9b1aa6",1,1,5,0,"No","No","No"
"7e4d1e768a",1,1,6,0,"No","No","No"
"7e6270916f",0,1,0,1,"No","No","No"
"7e922140b9",1,1,12,0,"Yes","Yes","Yes"
"7ea17864fb",1,1,6,0,"Yes","Yes","Yes"
"7ed47208b7",0,1,1,1,"No","No","No"
"7edbd10383",1,1,4,0,"No","No","No"
"7f254fb440",1,1,8,0,"No","No","No"
"7f43619c79",1,1,5,0,"No","No","No"
"7f5ced7e06",1,1,14,0,"No","No","No"
"7f745ba74e",1,1,4,0,"No","No","No"
"7f8a999f48",1,1,7,0,"No","No","No"
"7fa3e10f14",1,1,10,0,"No","No","No"
"7fdeca85ee",1,1,7,0,"No","No","No"
"7fe9f53863",0,1,0,1,"No","No","No"
"8009f1c229",0,1,0,1,"No","No","No"
"801b80a74e",1,1,6,0,"No","Yes","Yes"
"803ff6a16c",1,1,10,0,"No","No","No"
"80405b46be",1,1,11,0,"No","No","No"
